session_date,project_code,committee,affiliation,quote_en,Community_acceptance,Technical,Finance,Environmental,Planning,position_manual,GPT_3_prediction,GPT_3_analysis
03/06/2017,699-0272872,מחוז דרום,Environmental organizations,"I would like to present a short presentation that will put the members of the committee into the context of the construction of the turbines and the forest area where the turbines are located. We all know the turbines are located in Yatir Forest, the largest forest in the country, 130,000 dunams, millions of trees. The areas that we would like to refer to in the entire detailed review that we provided in August and after that in September to those with wings, refers mainly to three areas. First of all, the effect of the turbines on the functioning of the forest as a public receiver and as an ecosystem. Imposing restrictions on the firefighting system, B. Possible harm to the wingmen. The location of the turbines as we see in the forest is permissible, all the turbines are almost touching the forests, very densely wooded areas. If we bring up TMA 22 against this background, we see that apart from the two turbines marked with red circles, all the turbines are at the interface either fully or partially with TMA 22, TMA 22 which was actually detailed in the Yatir Yatir plan and within the framework of which agricultural plots were given to the settlements and the agricultural areas Doiko, on which the turbines are planned to be built. As Oded pointed out, it is a metropolitan recreation area in itself, as defined in Amendment 23 14, as is also defined in the policy document in the Yatir Metropolitan Recreation Area Here animals, plants, water bodies, sites that attract the public, archeology and the entire area is managed by the KKL-Junk. Our vision as it will be translated in the master plan for this area includes the development and continued extensive development of the forest through bicycle paths, pedestrian paths, site development Audiences like --- in the vicinity of the turbines. Our vision is the following of more travelers in the forest. We see here a schematic map of the forest and in fact we can see all the expansion and arrival of a new population in the area, whether it is the addition of housing units, the expansion of the planned settlements Shani Livna and Mount Amsha, new settlements that will bring a large population here in Betir and the settlement of Hiran and increased activity in the youth camp in Beit Hieran in Betir Yes, the plan is in this area, we have to remember that the entire area here is saturated with agricultural areas, we don't know if the turbines will end here or if we will get waves additional programs on all areas of the forest. We don't know how to estimate the effect of the turbines on the contents of the forest, on the animals, we don't know how to say what the effect of the turbines will be clearly in terms of vibration, in terms of noise, in terms of infrasound, on everything we have just presented there are several aspects of the turbines on the interface of forest fires excessive. From the analysis that KKL conducts of the fires in all our forests, it appears that there have been dozens of fires from 2008 until today in the Yatir Forest, in large areas. The last meeting in February of the inter-ministerial team on wind turbines, we received a reference from the Civil Aviation Authority's RTA regarding the issue of imposing flight restrictions around turbines. The restrictions in the past were a hundred meters of flight from turbines and in their latest reference they grew to 500 meters, to half a kilometer from a turbine yes, firefighting planes, we translated their proposal to this entire buffer area, we can see that the entire area of ​​the forest that is north of Mount Amsha actually does not benefit from air cover of the fire brigade. The aspect - we are talking about an area of ​​almost 3000 dunams by the way, the second aspect of the forest interface and the fires, is actually the creation of fire buffer elements, as we received in the developers' reference to the forest interface, we understood that there is a very reasonable possibility that we will be required to produce fire buffer lines, around each turbine . These buffer lines actually consist of two strips, A. a 26-meter strip of sterile area and another 50-meter strip of tree thinning. If we - translate this whole thing into trees for felling according to a key of 50 I want to point out, we are already nearing completion, I really want to point out that as part of the review documents already in August we asked for an opinion from the fire authority and we did not receive one, and we are basing ourselves on a document we received in the review . The meaning for us right now is the potential felling of over 2000 trees, these 2000 trees are actually joined by the felling of about 700 trees in favor of laying an infrastructure strip. B. cutting down over 1000 additional trees in order to widen the roads required for transporting the turbine and adjusting the radii for the trucks. In total, we are talking about over 4000 trees to cut down. Winged you want us to relate, don't you?",0,0,0,1,0,Strongly opposed,-0.5,"The statement expresses significant concerns about the environmental impacts of the wind turbine project, particularly regarding its effects on the forest, wildlife, and fire safety measures. The speaker highlights uncertainties about the project's impact on animal life and the forest ecosystem, including noise, vibration, and infrasound effects. They also discuss the substantial increase in area required for fire safety measures around the turbines, which would lead to the felling of thousands of trees. These concerns are coupled with a lack of sufficient response from relevant authorities (e.g., the fire authority) to their requests for assessments, indicating a dissatisfaction with the current handling and evaluation of the project's environmental impacts.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Planning bodies,"Hello everyone, today we are discussing an environmental impact survey and a survey of wing owners on the issue of wind turbines, further to the committee's decision from January 8, 2017. I just want to say that we have a tendency to put an end to this discussion. I mean we will discuss, decide, sit down, when he needs to make a decision. By the way, I have not yet seen a patent that allows you to make alternative energy not on any kind of land, with land that has some value and some kind of price that needs to be paid to make renewable energy. The worst thing in my opinion is to discuss for years and not make decisions. There will be a certain price, in the end this committee will have to make a decision to understand what the price is and there is a debate about that, it needs to be resolved so that we understand what the price is and then the members of the committee will decide whether it is worth paying this price, in order to receive the spiritual energy at the level that can be obtained in this program. That's why today I really want the discussion to be really about the question, the price question. This means that the editors of both the environmental impact survey and the winged survey will explain in a few words what the findings are. There are responses from RTG that we only received today or yesterday and from the Ministry of Environmental Protection. We will clarify questions and decide at the end of the discussion, we will decide what the next steps are with timetables, so who - I just want to clarify, we have an agenda, we define exactly, we define exactly if This is a discussion for the deposition or another discussion. Today is not a discussion for the deposition, it is a discussion on the overview, at the same time I said at the beginning that we do not intend to have endless discussions now but to set a schedule, we will start today, we will try to answer the questions and the comments that were made and get answers and I Presumably we will have another discussion at our office, a professional discussion and we will definitely bring it to a decision.",0,0,0,1,1,Support,0,"The speaker in the statement appears to be focused on progressing the discussion about the wind turbine project by addressing the environmental and financial concerns and moving towards a decision. The emphasis on not wanting endless discussions and setting a schedule for decision-making suggests a pragmatic approach to resolving outstanding issues. The mention of coordinating responses from environmental groups and the Ministry of Environmental Protection, and discussing the findings of environmental and winged surveys, indicates an effort to comply with regulatory and environmental standards. However, the speaker does not explicitly endorse the project, nor do they dismiss the concerns raised; instead, they stress the importance of understanding and resolving these issues to make an informed decision.

STANCE: neutral"
03/06/2017,699-0272872,מחוז דרום,Environmental organizations,"I'll just say in three words, a priori when you look at the numbers here anywhere in the world such a plan would have been rejected, now that doesn't mean I'm in favor of rejecting the plan, I'm just saying that when you see the survey as submitted and the results submitted by the entrepreneurs, I think these results should be rejected right now and should Reanalyze them, I'm not saying do a new survey. I will say three things, one - since the survey of the scouts is a survey --- and there are days that were made as Shiron pointed out here, by tired scouts and so on, the necessary corrections should have been made, they were not made and this should be done. Two, the radar subject, the radar subject is not intended to back up the viewers during the day, it is intended to give us a picture of the night and in fact from this radar we do not have a picture of the night",0,0,0,1,0,Weakly opposed,-0.5,"The speaker in the statement expresses concerns about the adequacy of the environmental impact assessments conducted for the wind turbine project, particularly regarding avian populations and radar data for nighttime monitoring. They highlight deficiencies in the survey methods and results, suggesting that the results should be rejected and reassessed, although they do not call for entirely new surveys. The speaker's focus on the need for reanalysis and correction of the existing data, without outright rejection of the project, indicates a critical but not entirely oppositional stance. However, the emphasis on inadequacies and the call for significant revisions align more with opposition indicators.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Locals,"There is so much talk and all in all one thing is important to me, A. If there is a health hazard for people if there are turbines near them. There is no danger, I'm interested in the Ministry of Health, with all due respect to everyone else, if not - excuse me - --- First of all, health. Exactly in every direction because there is less air pollution so it is both healthy and birds fall less if there is no smoke because they also suffer from this matter. So maybe they will damage the turbine but not the other things. I say that first of all, all over the world we see that the energy in the field of the spirit is being promoted, and we in Israel are failing and making it difficult all day long. I say there should be one place that will be established that seems to work, we will learn from it and without all the polls because the truth is, it is clear that the entrepreneurs bring their experts will say so and those who are against will say so and in the end I did not see any such fundamental differences here that could have to fail this project. I am in favor of this project, it should be promoted and we will learn lessons in the future. It is not such a critical danger that it cannot be promoted and it should be promoted as quickly as possible and not delayed, that's how I think",1,0,0,1,0,Support,1,"The speaker in the statement expresses a clear support for the wind turbine project. They address concerns about health hazards and environmental impacts, concluding that the benefits of reduced air pollution and the promotion of clean energy outweigh potential negatives. The speaker dismisses the need for further polls and studies, suggesting that existing data does not show fundamental problems that would justify halting the project. They advocate for the project's advancement, emphasizing the importance of learning from the project and moving forward without delay.

STANCE: support"
03/06/2017,699-0272872,מחוז דרום,Environmental organizations,"Zohar North, Director of the KKL-Jden Planning and Southern Region Department, this is the background, we want to refer to the review, also to the report on the consequences of the forest which is the basis for the review and the guidelines --- the review regarding the consequences on treatment of --- so first of all I will say in a general statement that in our view also The report and the instructions for the review are very superficial and they are based very little on data that was closed to us and we were not asked to bring it and a lot on facts and memories, some of them 15 years ago that are not relevant to today. In short, the subject of the fires, the review states that there is one fire from unreported sources and another fire One, we have collected dozens of fires in the last seven or eight years, some of which are tens of dunams, so there are fires in the Yatir forest and there are dozens, not two as written The fires, and it is true, do not have an understory, but there is an almost complete coverage of needles, and they are sensitive needles, and they are a wonderful fuel, it is true that it does not ignite the tops, it causes ground fires, but there are fires here and there are in the understory The American in which it is written that the US Forest Service is going in the direction of wind turbines. There is a report from 2005 that is quoted in many places, but unfortunately there is a misinterpretation of the facts, I don't think that the American forestry report, whoever reads it, sets two rules that what falls under these rules will not have wind turbines here, one a distance of less than three kilometers from residences , two the average area is over twenty percent and according to the survey the average slope of the turbine area is 25%. In addition, when you check the source of the US Forestry Service and rely on them, all the recommendations on turbine areas are in the great plains, almost nowhere in the report are mountain forest areas a top priority, so even when you cite, please bring the documents and facts accurately. In addition, this is a document where researchers from Ireland are quoted in 1946 that I looked for turbines and found no turbines. There is a comparison to the Lahav Forest in Tzalim, in the Lahav Forest there are many more fires, therefore there is a danger there and there is a need for aerial extinguishing and in the Yatir Forest, no, that is true, but when you examine the nature and pattern of the fires, this pattern of land fires is an absolutely identical pattern. The reason why there are more fires in Lahav Forest is that Lahav Forest is today the second most popular forest in the State of Israel. Humans travel and start fires. We are in the process of accelerating to increase the number of visitors to the Yatir Forest, as above for all the settlements that Gavi mentioned here, the number of people is going to increase and the number of fires is going to increase. At the end of the forestry report it is written that there is no need for aerial firefighting, because there is no danger of fires from aerial firefighting and in the same sentence they recommend finding alternatives For aerial firefighting, there is a very strange paradox here, that the editor of the report on the one hand says that there is no danger of fires, then he recommends expanding buffer lines, widening roads, and in the next sentence he writes that damage to trees should also be reduced, all these things do not fit with logic, there is no fire protection , we need to find an alternative. The alternative is to cut down trees. I mean, this report gives all kinds of representations that I don't see any grasp of their reality, and there is a very dramatic effect on the functioning of the forest and the capacity of the forest. Turn it off. There aren't enough answers here and the review is very, very superficial in my view on these matters and I don't think we can accept in a situation where we have two settlements, each living on the border of the firefighting limits and it's impossible to get there with firefighting planes, to accept such statements that they don't --- and based on very unclear sources and run with it and say it's okay, it's not okay",0,0,0,1,0,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the adequacy of the environmental assessments and the management of potential impacts related to the wind turbine project. They question the validity and applicability of the data used to support the project, such as the relevance of historical data and the comparison of different forest areas with distinct characteristics. The speaker also highlights the paradoxes and inconsistencies in the reports, suggesting that the conclusions drawn are not logically sound or adequately addressing the real risks, particularly regarding fire hazards and forest management. The emphasis on the need for better alternatives and the critique of the superficial review process indicate a strong opposition to the current state of the project planning and execution.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Locals,"I want in the end at the end of the day with all my name is Doctor Hagit Peretz from Mahar Amsha, coordinating the issue of turbines. Beavni is also somewhat knowledgeable about public health. What I want to say is that at the end of the day after all the decisions of all this respectable audience, we are left with the turbines and we see them every day and we have to make sure that our settlement does not die and Shani Livna. The entrepreneurs, by the way, didn't pay enough attention either. I want to show you the only place in Israel where there are people 1000 meters away from turbines, who suffer from much smaller turbines than what we are going to see and I want to address the general question in the meantime while the screen warms up. Science takes a lot longer to understand the public's complaints and the public itself also takes time to understand the harm, and what you will see here are not people who are quarrelsome, very simple people, let's watch this film and then we will understand what these things mean in a small way, just from what is happening in the settlement At most it is downwind at a distance of 1000 meters from the Gilboa. We don't have sound? But there are subtitles here, so you will see it shortly, it's a shame you won't hear the turbines, but again seventy meter turbines not 180 meters. There are no subtitles, what they say is that they came to the settlement and lived here for seven years and only a year ago they, in the sense of a randomized trial, started to see the turbines, which creates a before and after situation here. In fact, one day the residents woke up and discovered that these turbines were very disturbing - 
You can somehow get used to the visibility, the big problem is that these turbines, at least in the area of ​​audible noise, bother them, you can no longer go out on the balcony, you can no longer sit quietly, at night you have to sleep with the windows closed, people are starting to complain about sleeping problems, and that's just the end of it of what residents around the world complain about - regarding the turbines, they say we came and accepted this place and accepted the turbines, we even participated perhaps with the participation of the public, we did not understand the meaning. Today we understand that the meaning is that we cannot sell our houses, we cannot live in this settlement, with the quality of life we ​​wanted to live in, because we came to live in a place without city noise and today we actually ask to stop and here he says, we are actually fighting Don Quixote's wars with wind turbines, Because there are forces much greater than us. So they are not quarrelsome people",1,0,0,1,0,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the negative impacts of wind turbines on local residents, particularly in terms of noise and the inability to enjoy their living spaces as before. They highlight the lack of attention from developers to these issues and the difficulties residents face, such as decreased property values and reduced quality of life. The speaker also references a specific example of a community living close to turbines, emphasizing the real and adverse effects experienced by these residents. This indicates a clear opposition to the project based on its impact on local communities and the perceived inadequacy of developer engagement and mitigation efforts.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Locals,"I am Yaakov Ben Dor, I am a member of the Beit Yatir seat, I just want to mention two points in reference to this. One reference is that we are now renewing a neighborhood, in the highest place in Tir, which overlooks this whole complex of turbines, if we were to think and we are different from other bodies, not the members of the cooperative association, the members of the cooperative seat, are going to invest in this construction with our money. If we thought that our children and grandchildren could not live there or that they should not live there, we would not accept the program. We promote the turbines and watch the construction of turbines, that's one point. The second thing I ask for is that what you started at the beginning was a project that was planned, we are the one who really sat down with Eric Sharon on these projects twenty years ago, which put us off, we tried to promote a turbine project in the Arad Valley, it died because there were no instructions. We thought that a new and up-to-date TAMA was coming out with the green organizations, the business progressed. It turns out that it cannot be promoted, we have already invested half a million shekels, the members of the cooperative session have already invested half a million shekels and we are in a situation where they will kill the project, not by saying no, everyone will say yes to it It's important but it won't happen, not this year, another year, we'll wait until there are two turbines in Israel and then we'll check it. Don't let the government's decision for clean air be killed.",1,0,0,1,0,Support,1,"The speaker, Yaakov Ben Dor, expresses a supportive stance towards the wind turbine project. He highlights the local community's investment in the project, indicating a belief in its benefits and viability, particularly noting that if they thought the project would negatively impact future generations, they would not support it. Additionally, he discusses past efforts and frustrations with regulatory processes that have hindered project progress, showing a commitment to overcoming these challenges to implement the turbines. His call to not let the government's decision for clean air be killed further underscores his support for the project's environmental benefits.

STANCE: support"
03/06/2017,699-0272872,מחוז דרום,Environmental organizations,"I would like to give some kind of background, first of all, in terms of the winged animals in the Yatir forest, and then also refer to the survey of the winged animals with specific comments. So, first of all, as you can see in the sensitivity map prepared by RTG, the entire area of ​​Yatir Forest is actually under the purple square where beyond the green line this purple square indicates the highest sensitivity and every area of ​​Yatir Forest is colored orange in the classification of high sensitivity to winged animals. The committee that created this sensitivity layer specifically took about sixty species that are particularly sensitive to turbines, mainly birds of prey. They gave each of them a rating and of course with academic support and in the end there is a layer that is specific about turbines and we see that every Yatir forest area is highly sensitive in terms of birds of prey In short, I have three slides, no more, we are talking about at least 165 species of birds that have been observed in the Yatir forest, some of them are rare birds, birds in danger of extinction globally, I am only talking about a number of examples. A bird that is there in the winter season, we are talking about a golden eagle, a species that is in serious danger of extinction from our country's landscapes. We are talking about a biblical eagle whose population is dwindling. We are also talking about a desert womb, these species are on the verge of extinction without the turbines , the turbines will be exactly the straw that breaks the back of this womb wing. These large species are particularly sensitive to turbines, they fly slowly, their maneuverability is low, many times the turbines turn slowly, they don't even realize that this turbine is about to hit them, they hover in the area of ​​the turbine, taking advantage of the wind that the turbine is also taking advantage of. Turn around and then give a light blow to the wing as someone once said and that's the end of it. A hawk eagle that we have a few pairs left that nest in Israel, it is a species of Ron Sdots Min that is sensitive on a world level and is here during the migration seasons and a little in the winter as well. No, no, but I'm talking about observations, all of these species, all the species that are here were observed in the Yatir forest, some of them in the survey of winged animals. I'm talking about the cliff gauge and here is the last species in my opinion on the list here which is the common shrew, also a species that is in our red book, all of them have been observed in the Yatir forest and may be harmed by these turbines. Beyond these winged animals at risk is a Yatir apricot forest and this was also presented in the report of the developers, a roosting site for birds of prey during the migration seasons, flocks of egrets and storks were observed there, as soon as you talk about a roosting site, you are talking about a very sensitive point, during roosting before roost And in the evening hours and after sleeping, in the morning, these raptors hover at a low altitude above the forest in search - please, this is my next slide, notes for the survey of the winged, carried out by the entrepreneurs. So first of all, I refer to the spring survey, in the fall survey, of course, it is all about one observation post, yes, one observation post was activated during all the surveys, but in the fall, three observers changed at this observation post. In the spring survey, they employed one person who worked throughout the spring, seven days a week, I'm not talking about the law on working hours and rest, that's not our concern here. But whoever thinks that a human being can count birds seven days a week, for an entire spring, in an efficient way, is simply wrong and misleading and this is also evident in the numbers, you saw the numbers that were presented here, 200,000 birds in the fall and that's thirty birds in the spring and all of them or I don't remember the number, no Thirty, I don't remember the exact number, but it's significantly lower and they're all at a low altitude and awfully close to the turbines, why? Because the man was already a Tortlan, he can't see anything, how is that possible? This spring survey was carried out carelessly. In our opinion, the spring survey cannot be relied upon, it should be repeated and done in a professional and proper manner. The whole issue of risk assessment in their report, it has arithmetic errors of two plus two equals three. Right at this level, and there are also assumptions that can be debated. I will soon present here an estimated table of the quantities of birds based on the radar data. This was also stated in the reference of RTG of the Ministry of Environmental Protection, it seems biased and wrong. The radar saw far too few birds there when you compare it to how many the observers saw. I say that the analysis of the radar data was performed incorrectly, wrongly, and I want to point out that we requested the raw data of the entrepreneurial radar several times and did not receive cooperation It is true that I am coming to the third slide, it is before the last, but there is a final point here, a survey of bat activity at height, as far as we understand from reading the material, and again bats are not in my area of ​​expertise, but from what I understand, a survey of bats at height is required and was not carried out, it was only carried out on the ground And of course what is relevant to the turbines is bats at altitude. Last slide, is the damage significant and I think this is the significant question that this committee is asking itself, so this table presents the data, the reference according to the data provided by the developers, it is divided into two rows, the number of bird species per turbine per year In the first column you see the threshold values ​​accepted for turbines, which were also discussed in the inter-ministerial committee, but this is not the standard. They are talking about 14 species per turbine and 0.2 species per turbine, yes Without touching their wrong numbers in my opinion, they talk about 11 birds per turbine, of all bird species, and if we do a simple analysis of the large birds out of these 11, we are talking about five large birds, which pretty much coincides with the number of birds per turbine per year, which is 25 times the requested threshold value. If you take our estimates and we did, we indicate here two numbers, one is based on their lenient assumptions and two if we take stricter assumptions, then we are already talking about ten and thirteen birds per turbine per year",0,0,0,1,0,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the accuracy and reliability of the environmental impact assessments related to a wind turbine project, particularly focusing on avian and bat populations. They criticize the methodology of the spring survey, highlight arithmetic errors in risk assessments, and question the analysis of radar data which they claim underestimates bird sightings compared to observer reports. Additionally, the speaker points out a lack of cooperation in obtaining raw data and the absence of necessary high-altitude bat activity surveys. They also challenge the thresholds and standards used by the developers, suggesting that the actual impact on bird species per turbine is significantly higher than reported and exceeds acceptable values.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Locals,"Claims we make here and try to dispel them, she will soon see it. But I'm from the Shani Levana settlement, I didn't come with a lawyer, I'm from the committee, I don't have experts and I don't have money for all the experts here, all the people here, including Eli, met me and told me things and I said things that are currently changing like this and are hiding them. So, a priori, when they came to our settlement for the tour, we told them that we have a plan here for depositing a wind turbine and that there is going to be an expansion here, the distances you are determining at the moment are not correct. This wind turbine was approved by the national committee and is ready, the turbines ten, eight and a few more are there, a long way away Shorter than what they show here, please check it out. Two - the plans they submitted, these three alternatives, these three alternatives they submitted are other alternatives, before that there were two other alternatives, in the Arad valley and above Beit Yatir, I want them to put it there, which show according to the wind atlas that the wind spread in these areas a lot Better than Yatir Forest. Why don't we do it? It is written in their documents, that financially breaking roads in these areas is more expensive for the company, it is true financially it is more expensive. Why not do it? The problem for the State of Israel financially is that it is more expensive. Isn't it because the perception of the spirit is that everyone cares for us to have better electricity here, cleaner, better quality, much more electricity? No, they simply state that financially it is not worthwhile, I understand, they are financially at odds with each other in this matter. Now that we are talking about the fact that our settlement is going to expand in this area, seriously harming the settlement, people will not come, in Ma'ale Gilboa and the Alrom area in the Golan, people stop coming and also people who have bought do not want to build there. We don't want this to happen to us, they didn't address it. Regarding the jitters, the first meeting with these guys, they tell us, I ask you to understand my excitement, because it is a very big anger, because they take the little citizen and trample him because of money, trample him. They told us there is no vibration, I said guys, I'm looking at the turbines, by the way we shoot a little lower than Mount Amsha, Mount Amsha receives it inside, we receive the Azrieli towers and another 50 meters above the settlement, why am I saying? Because the jitter is much bigger than what they show and then they tell us, what seven minutes we exceeded, now we exceeded, at first it won't be, now it's seven minutes we exceeded, but it's seven minutes according to what? They bring us Germany, in Germany there are three months of sunshine a year, in Israel there are nine months of sunshine a year. Nine months means a lot more sunrises, a lot more sunrises means a lot more shaking, now they tell us what the problem is, we'll put up curtains for you, curtains don't help my child who has to get up at six in the morning and my friend who has to get up at half past five when he gets it into the house. Shut up, live in graves, seal yourselves and everything is fine. So here too they lied, they really lied, because the second time they told me what you want, with Alik when I spoke, he told me acoustically. I tell him listen, laboratories in Germany that you bring the things, they say in a real acoustic test that in a quiet area, when there is no background noise, the noise of the decibels for those who live there increases, the feeling is much higher than 55 decibels and above. 55 decibels or higher, when people arrive and come to Mount Amsha when they are in front of me, a car drives in, I can already hear__ the noise at night and they claim that at night it is forty, so what did we exceed by three, forty-three decibels, so we exceeded a little. 55 decibels and above harms my health",0,0,0,1,0,Strongly opposed,-0.5,"The speaker in the statement expresses significant concerns about the wind turbine project, focusing on the negative impacts it will have on the local community and environment. They mention issues such as financial disagreements, potential harm to local settlements due to reduced attractiveness for new residents, and health concerns related to noise and vibrations from the turbines. The speaker also accuses the project developers of lying and disregarding the well-being of local residents for financial gain. There is a clear emphasis on the inadequacy of the measures proposed to mitigate these impacts and a distrust in the information provided by the developers.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Developers,"Micah Hope, one of the researchers of the survey. OK? I'll be brief, the first point I want to say is that for every question we were asked, we gave full clarifications, not once, not twice but three times, furthermore, some of the clarifications were given both orally and in writing, everything is qualified, almost all the comments that were made, we did not receive Until now we have not seen, we have not found, we have not understood, every question that was asked was answered and every question that was not asked, and when we raised it and presented the question of whether there is a problem here they said there is no problem. All of a sudden it turns out that there is something unclear in the summary model. The data of the summary model was lying on the table of the relevant organizations from August 15 and from August 15 every data --- was received, including all the survey data, including all the zip codes and the questions asked. Including clarifications and including references, etc. and I will refer to it. Regarding the issue of the data not matching up, because this is actually the problem, the Bitir radar found that not many birds pass by at the height of the turbines. We are the answer of the Ministry of Environmental Protection and to a certain extent also of RTG, based on two data. One figure is about a survey from 1991 that allegedly found 850,000 birds that passed below 250 meters in the Arabah, the figure does not exist. It does not exist in any of the publications related to this survey that was carried out. I called Switzerland yesterday, in order to get the data, my Swiss is not bad, but I forgot that they don't work on Sundays. The data arrived in a very convenient way to the point where it would be impossible to figure things out. There is no such figure as the figure provided in Oded's documents and it seems to me that RTG's simply does not exist either. Please, when I look at RTG's data this morning it says not a figure but based on a very rough estimate, they must have played with the numbers a bit. As for us, the second figure that we are supposed to rely on is 2016, over a million passed, on which it is a figure from the Galilee, the figure in the Galilee they claim that in the surroundings in 2015 there were birds up to 200 meters high, we asked for this data, the message was that we cannot pass it on to you. The main point, you can't rely on a figure that you can't rely on. Now the point is very simple, the data does not coincide with what RTG and what the environmental protection want.",0,0,0,1,1,Support,-0.5,"The speaker in the statement appears to be opposing the wind turbine project. They express concerns about the reliability and accuracy of avian impact data, specifically questioning the validity of figures provided by environmental groups and the Ministry of Environmental Protection. The speaker emphasizes that the data used to assess the project's impact on bird populations is inconsistent or unavailable, suggesting a lack of transparency or accuracy in environmental assessments. They also highlight issues with obtaining data and discrepancies in the figures reported, which indicates a demand for more rigorous and transparent assessments. The overall tone and content of the statement suggest skepticism and dissatisfaction with how the environmental impacts of the project have been handled and communicated.

STANCE: oppose"
03/06/2017,699-0272872,מחוז דרום,Locals,": Attorney Matan Garfunkel, representing Har Amsha, in short, beyond the unfortunately serious problems raised here in connection with the review and the survey of the wingmen, we would like to point out two additional main issues that were not examined at all in the review, in our opinion they should be examined there. As a matter of principle, I will go ahead and say that the settlements' position is of course against this plan - so after saying what I said, let's briefly go into the substance of things. In our opinion, the review did not refer to two important issues that the gentleman spoke about earlier about the methodology, etc. and this is the time to put the emphasis on them and not further down the road. First of all, in short, there are two things, the first thing that the review did not refer to, it did not refer in detail to the relevant distances from the blue line of the plan, it was done in a very lax way in completing the review. So I'll go ahead and say, as the committee surely knows, something like a month, a month and a half ago, the Ministry of Health issued new guidelines that probably may have been refined later regarding the recommended ranges from the turbines. Now this matter has two main parts, the first part, of course, such and such health effects, which may occur as a result of such and such distances of turbines from houses and industrial buildings. It's one thing, another thing. These guidelines were eventually perfected into one or another binding directive and such and such ranges were set. This means that these ranges will limit the settlement's ability to expand in two ways, the first within the approved blue line according to the currently approved plans, that in practice the situation is that not all the planning potential has been realized within the settlement and it will be possible to build in the foreseeable future additional buildings that may suddenly find themselves within ranges - Second, the second thing is damage to the settlement potential of the settlement, according to TMA 35 this settlement can reach the size of 350 families now in order to reach the same number of 350 families which is something that appears in a national outline plan and will happen in the future, I mean it is not a thing Ertilai, they will have to plan and approve a plan outside of the existing blue line. This is one thing, too. I don't think the review addressed the essential issue of the health effects on the residents of Mount Amsha and the other settlements We are at the stage of objections, this is exactly the stage, the review should include all the relevant environmental and health effects. The fact is that the review was done before the deposit and the health issue, and here I want to say something very important He has experience. This is a new matter and there is nothing wrong with that, that the health effects regarding it, certainly in Israel, are not sufficiently known. We believe that this matter should be examined in depth at this stage and ask the esteemed committee to guide whether it is the representative of the Minister of Health, whether it is the representative of the environment, to guide and allow to examine this issue. And after the committee receives the information on the health issue, we are talking about the consequences of noise, balance problems, mental stress, concentration problems and such and such matters, after you ask the relevant professional parties to cross-check the information with them, then we will move forward with planning procedures. But now we ask to stop, this issue is just as important as the damage to the landscape and the other issues that were raised",0,0,0,1,1,Strongly opposed,-0.5,"The speaker in the statement expresses several concerns about the wind turbine project, particularly focusing on the health effects on residents due to the proximity of turbines to houses and industrial buildings. They highlight that the current guidelines may restrict the expansion of local settlements and that the potential health impacts have not been sufficiently addressed or known, especially in the context of Israel. The speaker calls for a deeper examination of these health effects by relevant authorities before proceeding with the project and suggests halting the planning procedures until these issues are resolved. This indicates a clear opposition to the project as it stands, due to concerns about health impacts, inadequate assessments, and potential negative effects on local development and residents' well-being.

STANCE: oppose"
